description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type
"QS 3, AREAL, AGUAS CLARAS",,loja,4500.0,70.0,,,,aluguel
"SCRN 714/715 Bloco D, ASA NORTE, BRASILIA",,loja,10500.0,400.0,,,,aluguel
"CSB 3, TAGUATINGA SUL, TAGUATINGA",,loja,1000.0,60.0,,,,aluguel
"CA 05, LAGO NORTE, BRASILIA",,loja,3500.0,65.0,,,,aluguel
"SETOR DE POSTOS E MOTEIS SUL I, SETOR DE POSTOS E MOTEIS SUL, NUCLEO BANDEIRANTE",,loja,2500.0,25.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,loja,9900.0,120.0,,,,aluguel
"Praça 1, SETOR LESTE, GAMA",,loja,5000.0,50.0,,,10.0,aluguel
"Rua 36, SUL, AGUAS CLARAS",,loja,6000.0,55.0,,,,aluguel
"SAUS Quadra 4, ASA SUL, BRASILIA",,loja,2600.0,42.0,,,,aluguel
"Quadra C 10, TAGUATINGA CENTRO, TAGUATINGA",,loja,3900.0,120.0,,,,aluguel
"Quadra 4, SETOR INDUSTRIAL, GAMA",,loja,1500.0,56.0,,,,aluguel
"SCLRN 707 Bloco E, ASA NORTE, BRASILIA",,loja,3000.0,82.0,,,,aluguel
"Rua 20, GUARA II, GUARA",,loja,2300.0,96.0,,,,aluguel
"CLN 309 Bloco A, ASA NORTE, BRASILIA",,loja,1700.0,40.0,,,,aluguel
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",,loja,15000.0,375.0,,,,aluguel
"SHTN Trecho 2, ASA NORTE, BRASILIA",,loja,35000.0,900.0,,,,aluguel
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",,loja,25000.0,750.0,,,,aluguel
"EPTG 02 Conjunto 4, VICENTE PIRES, VICENTE PIRES",,loja,6500.0,120.0,,,,aluguel
"Quadra 1 Conjunto 13, VICENTE PIRES, VICENTE PIRES",,loja,4000.0,150.0,,,20.0,aluguel
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,loja,12000.0,200.0,,,,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,loja,1500.0,42.0,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,loja,25000.0,389.0,,,,aluguel
"SCS Quadra 02 Bloco C Lote 180, ASA SUL, BRASILIA",,loja,49000.0,741.0,,,8.0,aluguel
"CLSW 105 Bloco B, SUDOESTE, BRASILIA",,loja,11500.0,97.0,,,,aluguel
"SOF SUL Quadra 12 Conjunto B, SOF SUL, SETOR INDUSTRIAL",,loja,2400.0,120.0,,,,aluguel
"EQN 102/103, ASA NORTE, BRASILIA",,loja,4974.0,36.0,,,,aluguel
"Alameda Gravatá Quadra 301, NORTE, AGUAS CLARAS",,loja,5800.0,114.0,,,,aluguel
"Terceira Avenida Área Especial 12, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,loja,4000.0,140.0,,,,aluguel
"QN 206 Conjunto B, SAMAMBAIA NORTE, SAMAMBAIA",,loja,7000.0,230.0,,,,aluguel
"SETOR DE POSTOS E MOTEIS SUL I, SETOR DE POSTOS E MOTEIS SUL, NUCLEO BANDEIRANTE",,loja,3200.0,35.0,,,,aluguel
"Rodovia BR 020, ALTO DA BOA VISTA, SOBRADINHO",,loja,2800.0,30.0,,,,aluguel
"CLN 204 Bloco C, ASA NORTE, BRASILIA",,loja,20000.0,669.0,,,,aluguel
"CLN 309 Bloco C, ASA NORTE, BRASILIA",,loja,1100.0,32.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,loja,3300.0,40.0,,,,aluguel
"CLSW 105 Bloco B, SUDOESTE, BRASILIA",,loja,11500.0,101.0,,,,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,loja,1650.0,47.0,,,,aluguel
"CLN 216 Bloco D, ASA NORTE, BRASILIA",,loja,2400.0,25.0,,,,aluguel
"CLS 212 Bloco C, ASA SUL, BRASILIA",,loja,6500.0,105.0,,,,aluguel
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",,loja,7500.0,176.0,,,,aluguel
"Rua 20, GUARA II, GUARA",,loja,1100.0,25.0,,,,aluguel
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",,loja,5650.0,100.0,,,,aluguel
"Residencial MORRO DA CRUZ, RESIDENCIAL MORRO DA CRUZ, SAO SEBASTIAO",,loja,3800.0,225.0,,,3.0,aluguel
"Quadra 12, JARDIM BRASILIA, AGUAS LINDAS DE GOIAS",,loja,6400.0,97.0,,,,aluguel
"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",,loja,3500.0,82.0,,,,aluguel
"CLN 213 Bloco D, ASA NORTE, BRASILIA",,loja,2200.0,25.0,,,,aluguel
"SCLRN 716 Bloco B, ASA NORTE, BRASILIA",,loja,2600.0,120.0,,,,aluguel
"Terceira Avenida Área Especial 13, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,loja,10000.0,330.0,1.0,,3.0,aluguel
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",,loja,5500.0,390.0,,,,aluguel
"SGAS 915, ASA SUL, BRASILIA",,loja,1600.0,60.0,,,,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,loja,23000.0,236.0,,,,aluguel
"SETOR DE POSTOS E MOTEIS SUL I, SETOR DE POSTOS E MOTEIS SUL, NUCLEO BANDEIRANTE",,loja,4100.0,43.0,,,,aluguel
"Avenida Sibipiruna, SUL, AGUAS CLARAS",,loja,25000.0,200.0,,,,aluguel
"CLS 213 Bloco B, ASA SUL, BRASILIA",,loja,7000.0,150.0,,,,aluguel
"QMSW 5, SUDOESTE, BRASILIA",,loja,3500.0,55.0,,,,aluguel
"SBS Quadra 2, ASA SUL, BRASILIA",,loja,990.0,44.0,,,,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,loja,16600.0,220.0,,,,aluguel
"QN 122 Conjunto 15, SAMAMBAIA SUL, SAMAMBAIA",,loja,1650.0,22.0,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,loja,2650.0,58.0,,,,aluguel
"CLN 316 Bloco F, ASA NORTE, BRASILIA",,loja,950.0,23.0,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,loja,3200.0,66.0,,,,aluguel
"Condomínio Solar de Athenas, GRANDE COLORADO, SOBRADINHO",,loja,700.0,55.0,,,,aluguel
"SHIS QI 9 Bloco A, LAGO SUL, BRASILIA",,loja,8000.0,73.0,,,,aluguel
"QC 5 Conjunto 8, RIACHO FUNDO II, RIACHO FUNDO",,loja,8000.0,300.0,,,,aluguel
"Rodovia BR 020, ALTO DA BOA VISTA, SOBRADINHO",,loja,1700.0,25.0,,,,aluguel
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",,loja,6000.0,284.0,,,,aluguel
"SOF SUL Quadra 15 Conjunto A, SOF SUL, SETOR INDUSTRIAL",,loja,10200.0,161.0,,,,aluguel
"Quadra 302 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,loja,3200.0,80.0,,,,aluguel
"Avenida Monumental, SETOR MEIRELES, SANTA MARIA",,loja,9900.0,390.0,,,,aluguel
"Condomínio Império dos Nobres, SOBRADINHO, SOBRADINHO",,loja,2000.0,73.0,,,,aluguel
"QNA 17, TAGUATINGA NORTE, TAGUATINGA",,loja,6500.0,377.0,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,loja,5100.0,65.0,,,,aluguel
"SRES Quadra 10 Bloco A, VELHO, CRUZEIRO",,loja,3500.0,73.0,,,,aluguel
"Avenida Monumental, SETOR MEIRELES, SANTA MARIA",,loja,1400.0,27.0,,,,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,loja,12500.0,340.0,,,2.0,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,loja,4500.0,106.0,,,,aluguel
"QI 6 Bloco B, GUARA I, GUARA",,loja,2500.0,60.0,,,,aluguel
"Rua 20, GUARA II, GUARA",,loja,1500.0,71.0,,,,aluguel
"QS 404, SAMAMBAIA NORTE, SAMAMBAIA",,loja,15000.0,200.0,,,,aluguel
"CLS 207, ASA SUL, BRASILIA",,loja,4800.0,106.0,,,,aluguel
"Rua 24, NORTE, AGUAS CLARAS",,loja,6500.0,79.0,1.0,,,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,loja,3800.0,106.0,,,,aluguel
"CLS 407 Bloco D, ASA SUL, BRASILIA",,loja,6000.0,105.0,,,,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,loja,8500.0,220.0,,,,aluguel
"CLN 113 Bloco D, ASA NORTE, BRASILIA",,loja,1950.0,55.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,loja,10242.0,223.0,,,2.0,aluguel
"CLN 113 Bloco D, ASA NORTE, BRASILIA",,loja,100.0,700.0,,,,aluguel
"CNB 07 Lote 01, TAGUATINGA NORTE, TAGUATINGA",,loja,7200.0,242.0,,,,aluguel
"Avenida São Sebastião, CENTRO, SAO SEBASTIAO",,loja,3900.0,120.0,,,,aluguel
"Rua 36, SUL, AGUAS CLARAS",,loja,18000.0,740.0,,,,aluguel
"CA 03, LAGO NORTE, BRASILIA",,loja,4000.0,200.0,,,,aluguel
"SGCV Lote 15, PARK SUL, BRASILIA",,loja,4500.0,60.0,,,,aluguel
"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",,loja,5000.0,106.0,,,,aluguel
"QMSW 5 Lote 8, SUDOESTE, BRASILIA",,loja,7000.0,60.0,,,,aluguel
"SHA Conjunto 2, ARNIQUEIRA, AGUAS CLARAS",,loja,25000.0,1200.0,,,20.0,aluguel
"Avenida Central Área de Serviço Público, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,loja,30000.0,900.0,,,10.0,aluguel
"SEPN 509 Bloco D, ASA NORTE, BRASILIA",,loja,1600.0,60.0,,,,aluguel
"EQ 03/05, JARDIM BOTANICO, BRASILIA",,loja,3300.0,51.0,,,,aluguel
"Área Especial 4, GUARA II, GUARA",,loja,6000.0,60.0,,,,aluguel
"SHN Quadra 1, ASA NORTE, BRASILIA",,loja,299.0,12.0,,,,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,loja,10989.0,57.0,,,,aluguel
"QNM 3 Conjunto P, CEILANDIA SUL, CEILANDIA",,loja,1499.0,0.0,,,,aluguel
"SOF SUL Quadra 7, SOF SUL, SETOR INDUSTRIAL",,loja,4990.0,380.0,,,,aluguel
"SGAS 916, ASA SUL, BRASILIA",,loja,220.0,15.0,,,1.0,aluguel
"CLN 402 Bloco D, ASA NORTE, BRASILIA",,loja,12000.0,400.0,,,,aluguel
"CLN 110 Bloco C, ASA NORTE, BRASILIA",,loja,1600.0,26.0,,,,aluguel
"SEPN 509 Bloco D, ASA NORTE, BRASILIA",,loja,3600.0,125.0,,,,aluguel
"CLN 407, ASA NORTE, BRASILIA",,loja,3000.0,22.0,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,loja,5000.0,74.0,,,5.0,aluguel
"CLN 113 Bloco A, ASA NORTE, BRASILIA",,loja,600.0,30.0,,,,aluguel
"EQ 09/10 Bloco F, JARDIM BOTANICO, BRASILIA",,loja,2800.0,32.0,,,,aluguel
"AR 07 Conjunto 01, SETOR OESTE, SOBRADINHO",,loja,4000.0,60.0,,,,aluguel
"CLN 107, ASA NORTE, BRASILIA",,loja,11000.0,87.0,,,,aluguel
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",,loja,1800.0,90.0,,,,aluguel
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,loja,1888.0,25.0,,,,aluguel
"Avenida Central Área Especial 19, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,loja,2700.0,35.0,,,,aluguel
"CLNW 10/11 Lote A, NOROESTE, BRASILIA",,loja,6900.0,90.0,,,1.0,aluguel
"CNG 5, TAGUATINGA NORTE, TAGUATINGA",,loja,25000.0,378.0,,,,aluguel
"SOF SUL Quadra 15 Conjunto B, SOF SUL, SETOR INDUSTRIAL",,loja,25000.0,158.0,,,,aluguel
"SHS Quadra 6 Conjunto A Bloco C, ASA SUL, BRASILIA",,loja,25000.0,389.0,,,,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,loja,29493.0,155.0,,,,aluguel
"QS 406 Conjunto E, SAMAMBAIA NORTE, SAMAMBAIA",,loja,3500.0,62.0,,,,aluguel
"CL 116 Bloco K, SANTA MARIA, SANTA MARIA",,loja,2400.0,45.0,,,,aluguel
"Rua 10 Chacará 325, VICENTE PIRES, VICENTE PIRES",,loja,4000.0,91.0,,,,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,loja,2400.0,36.0,,,,aluguel
"QSA 24, TAGUATINGA SUL, TAGUATINGA",,loja,2200.0,45.0,,,,aluguel
"CLN 316 Bloco B, ASA NORTE, BRASILIA",,loja,650.0,30.0,,,,aluguel
"QNM 5 Conjunto P, CEILANDIA SUL, CEILANDIA",,loja,5200.0,175.0,,,,aluguel
"Quadra 5 Conjunto D, JARDIM BOTANICO, BRASILIA",,loja,4200.0,80.0,,,,aluguel
"SDS Bloco L Lote 30, ASA SUL, BRASILIA",,loja,2569.0,25.0,,,,aluguel
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",,loja,18000.0,300.0,,,,aluguel
"SIG Quadra 3, SIG, BRASILIA",,loja,5900.0,180.0,,,,aluguel
"QS 404 Conjunto B, SAMAMBAIA NORTE, SAMAMBAIA",,loja,2800.0,100.0,,,,aluguel
"SCLRN 710 Bloco H, ASA NORTE, BRASILIA",,loja,3200.0,159.0,,,,aluguel
"CSB 10, TAGUATINGA SUL, TAGUATINGA",,loja,950.0,50.0,,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,loja,40000.0,1000.0,,,,aluguel
"SDS Bloco A Lote 44, ASA SUL, BRASILIA",,loja,2200.0,65.0,,,,aluguel
"QNM 20 Conjunto A, CEILANDIA NORTE, CEILANDIA",,loja,1100.0,220.0,,,,aluguel
"Quadra 2, JARDIM RORIZ, PLANALTINA",,loja,950.0,64.0,,,,aluguel
"CLN 309 Bloco C, ASA NORTE, BRASILIA",,loja,1300.0,45.0,,,,aluguel
"Avenida do Sol, JARDIM BOTANICO, BRASILIA",,loja,700.0,125.0,,,,aluguel
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",,loja,100000.0,1217.0,,,,aluguel
"Terceira Avenida Área Especial 2, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,loja,2300.0,96.0,,,,aluguel
"SAUS Quadra 05 Blocos K Lote 04, ASA SUL, BRASILIA",,loja,1000.0,42.0,,,,aluguel
"CLN 116 Bloco A, ASA NORTE, BRASILIA",,loja,1700.0,37.0,,,,aluguel
"Quadra 2, SETOR CENTRAL, GAMA",,loja,10000.0,390.0,,,,aluguel
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",,loja,7000.0,370.0,,,,aluguel
"Quadra 6, SETOR OESTE, GAMA",,loja,6000.0,296.0,,,,aluguel
"CLS 409 Bloco D, ASA SUL, BRASILIA",,loja,12000.0,210.0,,,,aluguel
"Condomínio Solar de Athenas, GRANDE COLORADO, SOBRADINHO",,loja,750.0,30.0,,,,aluguel
"Avenida Central Área Especial 19, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,loja,30000.0,900.0,,,,aluguel
"CLN 115 Bloco B, ASA NORTE, BRASILIA",,loja,2300.0,86.0,,,,aluguel
"CLN 107 Bloco C, ASA NORTE, BRASILIA",,loja,7000.0,96.0,,,,aluguel
"CLSW 104, SUDOESTE, BRASILIA",,loja,1950.0,27.0,,,,aluguel
"Condomínio Solar da Serra, JARDIM BOTANICO, BRASILIA",,loja,2500.0,155.0,,,,aluguel
"QNE 6, TAGUATINGA NORTE, TAGUATINGA",,loja,5750.0,440.0,,,,aluguel
"CLS 404, ASA SUL, BRASILIA",,loja,11500.0,140.0,,,,aluguel
"Condomínio Jardins Mangueiral, JARDINS MANGUEIRAL, BRASILIA",,loja,4500.0,106.0,,,,aluguel
"CNF 1, TAGUATINGA NORTE, TAGUATINGA",,loja,900.0,40.0,,,,aluguel
"QRSW 7, SUDOESTE, BRASILIA",,loja,1000.0,26.0,,,,aluguel
"Rua 24, NORTE, AGUAS CLARAS",,loja,6500.0,80.0,,,,aluguel
"QNB 6, TAGUATINGA NORTE, TAGUATINGA",,loja,2750.0,59.0,,,,aluguel
"CLN 202 Bloco D, ASA NORTE, BRASILIA",,loja,7000.0,189.0,,,,aluguel
"QNM 36 Conjunto M, TAGUATINGA NORTE, TAGUATINGA",,loja,1200.0,72.0,,,,aluguel
"Rua MANACA, SUL, AGUAS CLARAS",,loja,3000.0,110.0,,,,aluguel
"SHIN Área Especial 3, LAGO NORTE, BRASILIA",,loja,2000.0,24.0,,,,aluguel
"Avenida São Francisco, PONTE ALTA, GAMA",,loja,1800.0,50.0,,,10.0,aluguel
"SCS Quadra 01 Bloco E Lote 30, ASA SUL, BRASILIA",,loja,4500.0,150.0,,,,aluguel
"Condomínio Vivendas Lago Azul, GRANDE COLORADO, SOBRADINHO",,loja,250000.0,100.0,,,,aluguel
"EQNM 40/42 BLOCO C, TAGUATINGA NORTE, TAGUATINGA",,loja,1500.0,80.0,,,,aluguel
"Quadra 102 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",,loja,1200.0,27.0,,,,aluguel
"CLS 311 Bloco D, ASA SUL, BRASILIA",,loja,5000.0,100.0,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco D, ASA SUL, BRASILIA",,loja,10285.0,86.0,,,,aluguel
"Rua 36, SUL, AGUAS CLARAS",,loja,22000.0,745.0,,,,aluguel
"QNM 3 Conjunto B, CEILANDIA SUL, CEILANDIA",,loja,3500.0,150.0,,,8.0,aluguel
"Rua 12, NORTE, AGUAS CLARAS",,loja,48000.0,650.0,,,2.0,aluguel
"CRNW 510 Bloco B Lote 5, NOROESTE, BRASILIA",,loja,7300.0,83.0,,,,aluguel
"CRS 515 Bloco B, ASA SUL, BRASILIA",,loja,22000.0,730.0,,,,aluguel
"CLN 316 Bloco B, ASA NORTE, BRASILIA",,loja,890.0,25.0,,,,aluguel
"SMHN Quadra 2 Bloco A, ASA NORTE, BRASILIA",,loja,4000.0,91.0,,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,loja,8500.0,102.0,,,,aluguel
"CNN 2 Bloco C, CEILANDIA CENTRO, CEILANDIA",,loja,1200.0,60.0,,,,aluguel
"Área Especial 4, GUARA II, GUARA",,loja,6000.0,60.0,,,,aluguel
"CLN 116 Bloco E, ASA NORTE, BRASILIA",,loja,25000.0,676.0,,,,aluguel
"Área Especial 01, SETOR CENTRAL, GAMA",,loja,1500.0,50.0,,,,aluguel
"QNA 41, TAGUATINGA NORTE, TAGUATINGA",,loja,6500.0,85.0,,,,aluguel
"SCLRN 715 Bloco A, ASA NORTE, BRASILIA",,loja,3000.0,120.0,,,,aluguel
"EQN 502/503, ASA NORTE, BRASILIA",,loja,210000.0,1400.0,,,,aluguel
"QE 7 Bloco H, GUARA I, GUARA",,loja,6330.0,20.0,,,,aluguel
"Terceira Avenida Bloco 970, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,loja,2790.0,119.0,,,,aluguel
"Quadra 6 Conjunto 4, VICENTE PIRES, VICENTE PIRES",,loja,2000.0,37.0,,,,aluguel
"QI 14 Bloco B, GUARA I, GUARA",,loja,1500.0,53.0,,,,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,loja,25800.0,135.0,,,,aluguel
"QE 40 Conjunto R, GUARA II, GUARA",,loja,2100.0,80.0,,,,aluguel
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",,loja,1600.0,60.0,,,,aluguel
"ADE Conjunto 02, ADE, NUCLEO BANDEIRANTE",,loja,35000.0,1133.0,,,,aluguel
"Quadra 24 Comércio Local s/n, SETOR LESTE, GAMA",,loja,5800.0,155.0,,,,aluguel
"CLS 208, ASA SUL, BRASILIA",,loja,7000.0,150.0,,,,aluguel
"SIG Quadra 8, SIG, BRASILIA",,loja,30000.0,446.0,,,1.0,aluguel
"CLS 315 Bloco D, ASA SUL, BRASILIA",,loja,6500.0,96.0,,,,aluguel
"QNM 34 Conjunto J, TAGUATINGA NORTE, TAGUATINGA",,loja,6700.0,250.0,,,,aluguel
"SOF SUL Quadra 8, SOF SUL, SETOR INDUSTRIAL",,loja,4000.0,90.0,,,,aluguel
"Setor D Sul, TAGUATINGA SUL, TAGUATINGA",,loja,39000.0,600.0,,,,aluguel
"CLN 116 Bloco B, ASA NORTE, BRASILIA",,loja,1690.0,30.0,,,,aluguel
"SHIS QI 19 Bloco C, LAGO SUL, BRASILIA",,loja,4000.0,61.0,,,,aluguel
"CLS 310 Bloco C, ASA SUL, BRASILIA",,loja,6200.0,126.0,,,,aluguel
"CRNW 510 Bloco A Lote 1, NOROESTE, BRASILIA",,loja,9600.0,123.0,,,2.0,aluguel
"CA 05, LAGO NORTE, BRASILIA",,loja,1600.0,36.0,,,,aluguel
"Rua 18, NORTE, AGUAS CLARAS",,loja,1500.0,64.0,,,,aluguel
"QN 122 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",,loja,1600.0,80.0,,,,aluguel
"QE 48 Conjunto A, GUARA II, GUARA",,loja,6000.0,81.0,,,1.0,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,loja,52408.0,130.0,,,,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,loja,2900.0,39.0,,,,aluguel
"QS 1 Rua 210, AREAL, AGUAS CLARAS",,loja,3270.0,95.0,,,,aluguel
"Avenida Jequitibá, SUL, AGUAS CLARAS",,loja,1500.0,38.0,,,,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,loja,2600.0,33.0,,,,aluguel
"CSA 3, TAGUATINGA SUL, TAGUATINGA",,loja,880.0,45.0,,,,aluguel
"QS 1 Rua 210, AREAL, AGUAS CLARAS",,loja,3300.0,94.0,,,,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,loja,4500.0,50.0,,,,aluguel
"CCSW 5, SUDOESTE, BRASILIA",,loja,1300.0,35.0,,,,aluguel
"SHS Quadra 6, ASA SUL, BRASILIA",,loja,19500.0,588.0,,,,aluguel
"SHLS, ASA SUL, BRASILIA",,loja,3500.0,46.0,,,,aluguel
"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",,loja,15000.0,400.0,,,10.0,aluguel
"QNE 18, TAGUATINGA NORTE, TAGUATINGA",,loja,1200.0,35.0,,,,aluguel
"CLSW 102 Bloco A, SUDOESTE, BRASILIA",,loja,3100.0,27.0,,,,aluguel
"SCLRN 707 Bloco C, ASA NORTE, BRASILIA",,loja,3000.0,160.0,,,,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,loja,11000.0,21.0,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,loja,38000.0,438.0,,,,aluguel
"Quadra 2 Conjunto A, SOBRADINHO, SOBRADINHO",,loja,1100.0,35.0,,,,aluguel
"QE 42 Conjunto O, GUARA II, GUARA",,loja,2000.0,56.0,,,,aluguel
"QI 22, GUARA I, GUARA",,loja,5200.0,240.0,,,,aluguel
"SCN Quadra 2, ASA NORTE, BRASILIA",,loja,2900.0,52.0,,,,aluguel
"QR 406 Conjunto 13, SAMAMBAIA NORTE, SAMAMBAIA",,loja,3200.0,70.0,,,,aluguel
"SCN Quadra 1 Bloco D, ASA NORTE, BRASILIA",,loja,3485.0,41.0,,,2.0,aluguel
"SHLS Bloco L, ASA SUL, BRASILIA",,loja,7000.0,45.0,,,,aluguel
"SCS Quadra 04 Bloco A Lote 209/217, ASA SUL, BRASILIA",,loja,12000.0,377.0,,,,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,loja,3000.0,39.0,,,,aluguel
"QSA 21, TAGUATINGA SUL, TAGUATINGA",,loja,6500.0,300.0,,,1.0,aluguel
"QS 304, SAMAMBAIA SUL, SAMAMBAIA",,loja,60000.0,1834.0,,,30.0,aluguel
"SHIS QI 29 BLOCO C, LAGO SUL, BRASILIA",,loja,1200.0,28.0,,,,aluguel
"QSD 4, TAGUATINGA SUL, TAGUATINGA",,loja,9500.0,775.0,,,,aluguel
"QNA 54, TAGUATINGA NORTE, TAGUATINGA",,loja,3700.0,136.0,,,,aluguel
"Rua 1, VICENTE PIRES, VICENTE PIRES",,loja,1800.0,25.0,,,,aluguel
"Colônia Agrícola Bernardo Sayão Chacará 01, GUARA II, GUARA",,loja,1300.0,45.0,,,,aluguel
"ADE Quadra 04 Conjunto A, ADE, CEILANDIA",,loja,8000.0,300.0,,,2.0,aluguel
"CLN 102 BLOCO A, ASA NORTE, BRASILIA",,loja,2500.0,85.0,,,,aluguel
"SOF SUL Quadra 15, SOF SUL, SETOR INDUSTRIAL",,loja,25000.0,176.0,,,,aluguel
"Rua 4, VICENTE PIRES, VICENTE PIRES",,loja,2850.0,90.0,,,,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,loja,92000.0,246.0,,,,aluguel
"Avenida Sibipiruna, SUL, AGUAS CLARAS",,loja,5500.0,55.0,,,,aluguel
"Quadra 8 Conjunto G, SOBRADINHO, SOBRADINHO",,loja,12500.0,240.0,,,,aluguel
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",,loja,8000.0,112.0,,,,aluguel
"SOF SUL Quadra 15 Conjunto B, SOF SUL, SETOR INDUSTRIAL",,loja,9000.0,56.0,,,,aluguel
"Rua 21, NOVO JARDIM ORIENTE, VALPARAISO DE GOIAS",,loja,4000.0,120.0,,,,aluguel
"CLN 411 Bloco D, ASA NORTE, BRASILIA",,loja,2800.0,80.0,,,,aluguel
"CLNW 2/3 Lote F, NOROESTE, BRASILIA",,loja,7000.0,48.0,,,1.0,aluguel
"SCN Quadra 1 Bloco D, ASA NORTE, BRASILIA",,loja,27200.0,320.0,,,6.0,aluguel
"SHN Quadra 02 Bloco J, ASA NORTE, BRASILIA",,loja,700.0,20.0,,,,aluguel
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,loja,7683.0,40.0,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,loja,1600.0,22.0,,,,aluguel
"CNJ 4, TAGUATINGA NORTE, TAGUATINGA",,loja,2100.0,50.0,,,,aluguel
"Rua 20, GUARA II, GUARA",,loja,1500.0,55.0,,,,aluguel
"QNE 5, TAGUATINGA NORTE, TAGUATINGA",,loja,12000.0,541.0,,,,aluguel
"CLN 305 Bloco B, ASA NORTE, BRASILIA",,loja,1200.0,43.0,,,,aluguel
"Rua DAS PAINEIRAS, NORTE, AGUAS CLARAS",,loja,3300.0,40.0,,,,aluguel
"Rua 37, NORTE, AGUAS CLARAS",,loja,4000.0,69.0,,,,aluguel
"SGAS 915, ASA SUL, BRASILIA",,loja,300.0,12.0,,,1.0,aluguel
"Quadra C 8, TAGUATINGA CENTRO, TAGUATINGA",,loja,45000.0,700.0,,,,aluguel
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",,loja,6500.0,150.0,,,,aluguel
"Avenida Central Blocos 379/505, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,loja,2000.0,150.0,,,,aluguel
"Condomínio Quintas do Sol, JARDIM BOTANICO, BRASILIA",,loja,6500.0,120.0,,,10.0,aluguel
